scene,dur,scene_a,scene_b,cor_resp,jitter,path,cond,Instructions5.thisRepN,Instructions5.thisTrialN,Instructions5.thisN,Instructions5.thisIndex,Int_All_Runs.thisRepN,Int_All_Runs.thisTrialN,Int_All_Runs.thisN,Int_All_Runs.thisIndex,Int_Run.thisRepN,Int_Run.thisTrialN,Int_Run.thisN,Int_Run.thisIndex,key_resp_8.keys,key_resp_8.rt,Resp.keys,Resp.corr,Resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
4.png,7.833735749792962,9.png,8.png,k,6.644958643257143,green,Int,,,,,1,0,1,0,0,9,9,9,,,None,0,,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
9.png,6.755328248145094,12.png,11.png,j,5.765540046703636,green,Int,,,,,1,0,1,0,0,10,10,10,,,None,0,,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
6.png,7.88175862368835,8.png,4.png,k,5.80712437141212,green,Int,,,,,1,0,1,0,0,11,11,11,,,j,0,2.1397417429998313,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
8.png,8.394125936273102,16.png,12.png,k,6.608397133157061,green,Int,,,,,1,0,1,0,0,12,12,12,,,k,1,2.738627030000316,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
7.png,5.438340209974346,10.png,1.png,k,5.061856804445111,green,Int,,,,,1,0,1,0,0,13,13,13,,,k,1,1.8514779710003495,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
16.png,7.046187700716514,7.png,1.png,j,6.482585869926695,green,Int,,,,,1,0,1,0,0,14,14,14,,,None,0,,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
11.png,6.393533013435782,3.png,5.png,j,6.52746357980746,green,Int,,,,,1,0,1,0,0,15,15,15,,,None,0,,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
15.png,5.838532203854115,7.png,11.png,k,5.561122690713241,green,Int,,,,,1,0,1,0,0,16,16,16,,,k,1,2.721941192000486,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
1.png,6.273130181199017,3.png,2.png,j,6.988483034930668,green,Int,,,,,1,0,1,0,0,17,17,17,,,j,1,0.9701697329992385,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
5.png,6.697362939391828,6.png,8.png,j,5.096126703862025,green,Int,,,,,1,0,1,0,0,18,18,18,,,j,1,2.474064854000062,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
14.png,6.572966620158585,15.png,13.png,j,6.757613778853005,green,Int,,,,,1,0,1,0,0,19,19,19,,,k,0,1.9715400309996767,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
13.png,8.077103655399743,16.png,1.png,j,5.028715496064434,green,Int,,,,,1,0,1,0,0,20,20,20,,,j,1,2.109777667000344,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
3.png,7.848650878341283,14.png,2.png,k,6.638302042201811,green,Int,,,,,1,0,1,0,0,21,21,21,,,None,0,,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
10.png,8.000894516557642,3.png,14.png,j,5.616780164850646,green,Int,,,,,1,0,1,0,0,22,22,22,,,j,1,1.3063134419999187,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
2.png,5.793887706874497,15.png,8.png,k,5.994548257859973,green,Int,,,,,1,0,1,0,0,23,23,23,,,k,1,1.584709888999896,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
15.png,7.828632474961049,8.png,9.png,j,6.398580925726728,blue,No_Int,,,,,2,0,2,0,0,0,0,0,,,j,1,2.12134497200077,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
8.png,6.648032381474945,9.png,5.png,k,6.841354488224873,blue,No_Int,,,,,2,0,2,0,0,1,1,1,,,k,1,1.3844420400000672,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
5.png,8.259591493813147,15.png,6.png,k,5.717436616434521,blue,No_Int,,,,,2,0,2,0,0,2,2,2,,,k,1,2.642767158999959,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
10.png,7.262761518083079,16.png,7.png,k,5.135316500110053,blue,No_Int,,,,,2,0,2,0,0,3,3,3,,,k,1,1.4514938479997,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
1.png,6.345199392141589,7.png,12.png,k,6.87389567406691,blue,No_Int,,,,,2,0,2,0,0,4,4,4,,,k,1,1.7202248829999007,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
12.png,8.163680119611499,13.png,1.png,k,6.374151220410575,blue,No_Int,,,,,2,0,2,0,0,5,5,5,,,k,1,2.1529403129998173,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
13.png,8.48808729111503,3.png,12.png,k,5.816990661572961,blue,No_Int,,,,,2,0,2,0,0,6,6,6,,,j,0,2.635666472999219,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
3.png,5.391129399780151,16.png,13.png,j,5.840894523879554,blue,No_Int,,,,,2,0,2,0,0,7,7,7,,,j,1,1.8376335299999482,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
8.png,8.066580128271934,16.png,12.png,k,6.793733862032144,green,Int,,,,,2,0,2,0,0,8,8,8,,,None,0,,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
5.png,7.704622809275622,2.png,4.png,j,5.587275925879002,green,Int,,,,,2,0,2,0,0,9,9,9,,,k,0,2.3098644969995803,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
12.png,5.291924638251876,1.png,10.png,j,6.448534810225278,green,Int,,,,,2,0,2,0,0,10,10,10,,,j,1,0.9883825549986796,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
10.png,7.483269992629499,5.png,2.png,j,6.89867462229337,green,Int,,,,,2,0,2,0,0,11,11,11,,,None,0,,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
15.png,8.278485497847623,7.png,11.png,k,6.113861062017111,green,Int,,,,,2,0,2,0,0,12,12,12,,,k,1,1.6372417560014583,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
11.png,5.732684309183779,1.png,5.png,j,5.875904908510162,green,Int,,,,,2,0,2,0,0,13,13,13,,,j,1,2.3039011119999486,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
16.png,7.294081106062751,11.png,7.png,j,6.863801052248354,green,Int,,,,,2,0,2,0,0,14,14,14,,,j,1,1.3035969920001662,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
1.png,8.020127715377585,10.png,3.png,j,6.613516399190828,green,Int,,,,,2,0,2,0,0,15,15,15,,,j,1,2.544099097000071,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
2.png,6.207702541627702,14.png,15.png,j,5.254086436706977,green,Int,,,,,2,0,2,0,0,16,16,16,,,j,1,1.9668247400004475,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
7.png,8.330924335106145,6.png,3.png,k,5.658073321216559,green,Int,,,,,2,0,2,0,0,17,17,17,,,k,1,1.7773165479993622,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
13.png,5.554160997713643,11.png,7.png,j,6.703811720477044,green,Int,,,,,2,0,2,0,0,18,18,18,,,j,1,2.3868284029995266,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
3.png,8.969844629018787,2.png,14.png,j,6.134968362753643,green,Int,,,,,2,0,2,0,0,19,19,19,,,j,1,2.0704739189986867,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
14.png,5.411723515205649,15.png,13.png,j,6.324659230954937,green,Int,,,,,2,0,2,0,0,20,20,20,,,j,1,2.0562446339990856,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
6.png,6.887053442314308,9.png,14.png,k,6.133646716760836,green,Int,,,,,2,0,2,0,0,21,21,21,,,j,0,1.593066450999686,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
4.png,5.906895580131334,13.png,15.png,k,6.573188968733074,green,Int,,,,,2,0,2,0,0,22,22,22,,,k,1,1.7217870490003406,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
9.png,8.01724064457425,15.png,13.png,j,6.373309202908278,green,Int,,,,,2,0,2,0,0,23,23,23,,,j,1,1.721619636999094,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
4.png,7.964219235731272,5.png,14.png,j,6.766230003381541,blue,No_Int,,,,,3,0,3,0,0,0,0,0,,,j,1,2.1310239850008657,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
2.png,6.49674254307658,8.png,5.png,j,6.472637741699464,blue,No_Int,,,,,3,0,3,0,0,1,1,1,,,j,1,2.398012141000436,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
14.png,8.220946201531548,4.png,15.png,j,5.169657342861729,blue,No_Int,,,,,3,0,3,0,0,2,2,2,,,k,0,2.55943506299991,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
6.png,6.859754095711901,2.png,5.png,j,6.778140245506255,blue,No_Int,,,,,3,0,3,0,0,3,3,3,,,j,1,1.99639371900048,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
9.png,8.682715545121852,4.png,2.png,j,5.694734089273409,blue,No_Int,,,,,3,0,3,0,0,4,4,4,,,j,1,1.3915381280003203,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
16.png,8.819271189457012,10.png,12.png,j,5.152718562946188,blue,No_Int,,,,,3,0,3,0,0,5,5,5,,,j,1,1.339178289001211,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
11.png,8.576006644319538,3.png,12.png,k,6.897298722793602,blue,No_Int,,,,,3,0,3,0,0,6,6,6,,,j,0,2.3037789440004417,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
7.png,8.990296976453909,3.png,16.png,j,6.34339429613195,blue,No_Int,,,,,3,0,3,0,0,7,7,7,,,j,1,1.828831392000211,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
5.png,6.480151551308043,6.png,14.png,j,6.151970714931602,green,Int,,,,,3,0,3,0,0,8,8,8,,,j,1,1.0960987849994126,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
14.png,7.206407263874665,9.png,15.png,j,5.622963611787327,green,Int,,,,,3,0,3,0,0,9,9,9,,,j,1,2.431725473001279,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
16.png,5.942254156333117,10.png,3.png,j,6.915786734056799,green,Int,,,,,3,0,3,0,0,10,10,10,,,j,1,1.536432409999179,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
15.png,7.948076864771701,7.png,13.png,k,5.599774290466381,green,Int,,,,,3,0,3,0,0,11,11,11,,,k,1,1.3899520239992853,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
7.png,7.582688429324336,5.png,3.png,k,6.389028723279175,green,Int,,,,,3,0,3,0,0,12,12,12,,,k,1,2.297329433999039,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
6.png,5.339512039109326,8.png,9.png,j,5.060575704434366,green,Int,,,,,3,0,3,0,0,13,13,13,,,k,0,2.2799157359986566,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
10.png,8.817013074287603,5.png,14.png,j,5.494987339716725,green,Int,,,,,3,0,3,0,0,14,14,14,,,j,1,1.9471785910009203,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
1.png,5.603284726583396,3.png,10.png,k,6.962281505065,green,Int,,,,,3,0,3,0,0,15,15,15,,,k,1,2.3347589439999865,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
11.png,8.242543561198463,1.png,10.png,j,5.913062323188633,green,Int,,,,,3,0,3,0,0,16,16,16,,,j,1,2.2165437759995257,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
2.png,7.098137244886004,9.png,8.png,k,6.08738725430403,green,Int,,,,,3,0,3,0,0,17,17,17,,,j,0,2.4442886679989897,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
3.png,7.888647897854706,5.png,14.png,j,6.494207088085367,green,Int,,,,,3,0,3,0,0,18,18,18,,,j,1,1.763289493001139,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
4.png,7.627503279616732,15.png,13.png,j,5.55375288251954,green,Int,,,,,3,0,3,0,0,19,19,19,,,j,1,2.05489293500068,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
13.png,5.549129808684701,7.png,1.png,j,5.925876479978244,green,Int,,,,,3,0,3,0,0,20,20,20,,,j,1,1.917277094000383,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
12.png,6.800790030358379,11.png,7.png,j,5.934416200366374,green,Int,,,,,3,0,3,0,0,21,21,21,,,j,1,1.3860171169999376,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
8.png,7.168816516073734,16.png,12.png,k,5.153651601503449,green,Int,,,,,3,0,3,0,0,22,22,22,,,k,1,2.738605832999383,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
9.png,8.6962307888498,13.png,12.png,j,5.535226499317359,green,Int,,,,,3,0,3,0,0,23,23,23,,,None,0,,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,33,001,2019_Oct_27_1520,Integration Scanner Trials,3.0.1,59.99976228089105,
